"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.5830", "32.8470", "19.6420", "45.0940",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
Average,,,"01:39.6892", "34.7662", "19.6320", "45.2910"
Best possible,,, "01:37.0670", "32.6730", "19.4760", "44.9180"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Nahteyue"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:56.7310", "50.4510", "20.1010", "46.1790",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.8720", "32.8370", "19.7100", "45.3250",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:39.3150", "32.8140", "19.9890", "46.5120",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:38.9100", "32.8940", "19.7600", "46.2560",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.7580", "32.9890", "19.5610", "45.2080",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:40.4620", "32.8500", "20.2040", "47.4080",  "F:ST - R:ST",     "5  (0s e.t. <>  0s gain) ",  
Average,,,"01:41.8413", "35.8058", "19.8875", "46.1480"
Best possible,,, "01:37.5830", "32.8140", "19.5610", "45.2080"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Tareek"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "02:28.4180", "82.6460", "20.0750", "45.6970",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:39.5240", "34.4270", "19.6160", "45.4810",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:38.2820", "33.0100", "19.6690", "45.6030",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:42.7960", "33.0590", "19.7100", "50.0270",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:39.1220", "33.3460", "19.8310", "45.9450",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:38.5300", "33.0910", "19.8630", "45.5760",  "F:ST - R:ST",     "0 ",  
Average,,,"01:47.7787", "41.5965", "19.7940", "46.3882"
Best possible,,, "01:38.1070", "33.0100", "19.6160", "45.4810"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Shane Ross"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "02:08.9280", "62.6330", "20.3050", "45.9900",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:39.0800", "33.5520", "19.6370", "45.8910",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "02:34.1640", "88.4410", "19.9310", "45.7920",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:38.4770", "33.2050", "19.6290", "45.6430",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.9310", "32.8970", "19.6250", "45.4090",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
Average,,,"01:55.7160", "50.1456", "19.8254", "45.7450"
Best possible,,, "01:37.9310", "32.8970", "19.6250", "45.4090"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Nick Chin"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:59.5530", "53.6010", "19.8220", "46.1300",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:41.4160", "34.6940", "20.6370", "46.0850",  "F:ST - R:ST",     "3  (0s e.t. <>  0s gain) ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:39.7980", "33.7110", "19.8180", "46.2690",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:38.6040", "33.4300", "19.6520", "45.5220",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:39.2070", "32.9390", "19.9980", "46.2700",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
Average,,,"01:43.7156", "37.6750", "19.9854", "46.0552"
Best possible,,, "01:38.1130", "32.9390", "19.6520", "45.5220"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Jack Olivier"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "02:18.1510", "63.6710", "26.1730", "48.3070",  "F:ST - R:ST",     "3  (0s e.t. <>  0s gain) ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:40.2340", "33.8640", "19.9070", "46.4630",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "03:41.3700", "154.8960", "19.9160", "46.5580",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:41.6640", "33.6730", "20.1420", "47.8490",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:39.1930", "33.5830", "19.7950", "45.8150",  "F:ST - R:ST",     "0 ",  
Average,,,"02:12.1224", "63.9374", "21.1866", "46.9984"
Best possible,,, "01:39.1930", "33.5830", "19.7950", "45.8150"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Miguel Soto"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "03:55.0890", "168.5650", "20.2460", "46.2780",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:42.6710", "35.7070", "20.0110", "46.9530",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:39.8800", "33.5050", "20.0480", "46.3270",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:39.7800", "33.7330", "20.2280", "45.8190",  "F:ST - R:ST",     "0 ",  
Average,,,"02:14.3551", "67.8775", "20.1333", "46.3443"
Best possible,,, "01:39.3350", "33.5050", "20.0110", "45.8190"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Aitor Montero"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:54.3760", "47.0070", "20.6140", "46.7550",  "F:ST - R:ST",     "3  (0s e.t. <>  0s gain) ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:39.9690", "34.2950", "19.6480", "46.0260",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "02:09.8830", "63.9040", "20.0300", "45.9490",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:41.6740", "34.2060", "20.0150", "47.4530",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:40.8140", "34.5880", "19.7050", "46.5210",  "F:ST - R:ST",     "6  (0s e.t. <>  0s gain) ",  
Average,,,"01:49.3432", "42.8000", "20.0024", "46.5408"
Best possible,,, "01:39.8030", "34.2060", "19.6480", "45.9490"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Ali YARDIMCI"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "02:52.1100", "104.6450", "19.8720", "47.5930",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:44.4620", "36.0270", "21.0770", "47.3580",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:41.7700", "34.3600", "19.9670", "47.4430",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:44.8420", "37.3910", "19.7870", "47.6640",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:44.8650", "37.2200", "20.4800", "47.1650",  "F:ST - R:ST",     "0 ",  
Average,,,"01:57.6098", "49.9286", "20.2366", "47.4446"
Best possible,,, "01:41.3120", "34.3600", "19.7870", "47.1650"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Olilem"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "04:20.9430", "184.8920", "20.8270", "55.2240",  "F:ST - R:ST",     "8  (0s e.t. <>  0s gain) ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:43.1670", "34.3750", "21.7350", "47.0570",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "03:09.4900", "121.4990", "20.4260", "47.5650",  "F:ST - R:ST",     "0 ",  
Average,,,"03:04.5334", "113.5887", "20.9960", "49.9487"
Best possible,,, "01:41.8580", "34.3750", "20.4260", "47.0570"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Skyp Cooper"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Alexander Sze"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Alfie Bevan"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Law Loki"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Cameron McIntyre"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "02:57.7480", "109.5730", "20.7400", "47.4350",  "F:ST - R:ST",     "5  (0s e.t. <>  0s gain) ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:53.9820", "36.3570", "20.3890", "57.2360",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "03:10.6640", "123.7050", "20.0240", "46.9350",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:44.2090", "36.5650", "20.6330", "47.0110",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
Average,,,"02:26.6508", "76.5500", "20.4465", "49.6543"
Best possible,,, "01:43.3160", "36.3570", "20.0240", "46.9350"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Viktor Nightingale"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"potatolad165"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Veit Kolbe"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Diego Domingo"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Moskito1116"
No laps for this driver


Qualify best laps
'======================
'------------------------
Overall top (20)
'------------------------
Driver, Vehicle, Time, Gap,
"bright", "vrc_formula_lithium_2023_csp", "01:35.9500", ""
"cndelta", "vrc_formula_lithium_2023_csp", "01:36.2960", "0.346"
"bright", "vrc_formula_lithium_2023_csp", "01:36.2970", "0.347"
"cndelta", "vrc_formula_lithium_2023_csp", "01:36.4630", "0.513"
"cndelta", "vrc_formula_lithium_2023_csp", "01:36.5850", "0.635"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "01:36.6890", "0.739"
"Darkzi", "vrc_formula_lithium_2023_csp", "01:36.6910", "0.741"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "01:36.8440", "0.894"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "01:37.0220", "1.072"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "01:37.0950", "1.145"
"novic", "vrc_formula_lithium_2023_csp", "01:37.1460", "1.196"
"cndelta", "vrc_formula_lithium_2023_csp", "01:37.1650", "1.215"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "01:37.1670", "1.217"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "01:37.1810", "1.231"
"novic", "vrc_formula_lithium_2023_csp", "01:37.2110", "1.261"
"Darkzi", "vrc_formula_lithium_2023_csp", "01:37.2200", "1.27"
"Ks", "vrc_formula_lithium_2023_csp", "01:37.3010", "1.351"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "01:37.3020", "1.352"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "01:37.3500", "1.4"
"Ks", "vrc_formula_lithium_2023_csp", "01:37.3640", "1.414"


'------------------------
Per driver
'------------------------
Driver, Vehicle, Time, Gap,
"bright", "vrc_formula_lithium_2023_csp", "01:35.9500", ""
"cndelta", "vrc_formula_lithium_2023_csp", "01:36.2960", "0.346"
"Darkzi", "vrc_formula_lithium_2023_csp", "01:36.6910", "0.741"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "01:36.8440", "0.894"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "01:37.0950", "1.145"
"novic", "vrc_formula_lithium_2023_csp", "01:37.1460", "1.196"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "01:37.1670", "1.217"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "01:37.3500", "1.4"
"Ks", "vrc_formula_lithium_2023_csp", "01:37.3640", "1.414"
"Nahteyue", "vrc_formula_lithium_2023_csp", "01:37.7580", "1.808"
"Tareek", "vrc_formula_lithium_2023_csp", "01:38.2820", "2.332"
"Shane Ross", "vrc_formula_lithium_2023_csp", "01:38.4770", "2.527"
"Nick Chin", "vrc_formula_lithium_2023_csp", "01:38.6040", "2.654"
"Jack Olivier", "vrc_formula_lithium_2023_csp", "01:39.1930", "3.243"
"Miguel Soto", "vrc_formula_lithium_2023_csp", "01:39.7800", "3.83"
"Aitor Montero", "vrc_formula_lithium_2023_csp", "01:39.9690", "4.019"
"Ali YARDIMCI", "vrc_formula_lithium_2023_csp", "01:41.7700", "5.82"
"Olilem", "vrc_formula_lithium_2023_csp", "03:09.4900", "93.54"


Qualify consistency
'======================
Driver, Vehicle, Consistency,
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "99.82%  0.174",
"Josh Brookes", "vrc_formula_lithium_2023_csp", "99.81%  0.1845",
"cndelta", "vrc_formula_lithium_2023_csp", "99.54%  0.4417",
"Tareek", "vrc_formula_lithium_2023_csp", "99.45%  0.544",
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "99.27%  0.711",
"novic", "vrc_formula_lithium_2023_csp", "99.15%  0.8305",
"Miguel Soto", "vrc_formula_lithium_2023_csp", "98.50%  1.4955",
"bright", "vrc_formula_lithium_2023_csp", "94.86%  4.936",
"Darkzi", "vrc_formula_lithium_2023_csp", "-",
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "-",
"Ks", "vrc_formula_lithium_2023_csp", "-",
"Nahteyue", "vrc_formula_lithium_2023_csp", "-",
"Shane Ross", "vrc_formula_lithium_2023_csp", "-",
"Nick Chin", "vrc_formula_lithium_2023_csp", "-",
"Jack Olivier", "vrc_formula_lithium_2023_csp", "-",
"Aitor Montero", "vrc_formula_lithium_2023_csp", "-",
"Ali YARDIMCI", "vrc_formula_lithium_2023_csp", "-",
"Olilem", "vrc_formula_lithium_2023_csp", "-",
"Skyp Cooper", "vrc_formula_lithium_2023_csp", "-",
"Alexander Sze", "vrc_formula_lithium_2023_csp", "-",
"Alfie Bevan", "vrc_formula_lithium_2023_csp", "-",
"Law Loki", "vrc_formula_lithium_2023_csp", "-",
"Cameron McIntyre", "vrc_formula_lithium_2023_csp", "-",
"Viktor Nightingale", "vrc_formula_lithium_2023_csp", "-",
"potatolad165", "vrc_formula_lithium_2023_csp", "-",
"Veit Kolbe", "vrc_formula_lithium_2023_csp", "-",
"Diego Domingo", "vrc_formula_lithium_2023_csp", "-",
"Moskito1116", "vrc_formula_lithium_2023_csp", "-",




Qualify sectors
'======================
'------------------------
Sector 1
'------------------------
Driver, Vehicle, Time, Gap,
"bright", "vrc_formula_lithium_2023_csp", "32.0730", "-"
"cndelta", "vrc_formula_lithium_2023_csp", "32.3600", "0.2870"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "32.4410", "0.3680"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "32.4480", "0.3750"
"novic", "vrc_formula_lithium_2023_csp", "32.4840", "0.4110"
"Darkzi", "vrc_formula_lithium_2023_csp", "32.4940", "0.4210"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "32.5180", "0.4450"
"Ks", "vrc_formula_lithium_2023_csp", "32.6730", "0.6000"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "32.8050", "0.7320"
"Nahteyue", "vrc_formula_lithium_2023_csp", "32.8140", "0.7410"
"Shane Ross", "vrc_formula_lithium_2023_csp", "32.8970", "0.8240"
"Nick Chin", "vrc_formula_lithium_2023_csp", "32.9390", "0.8660"
"Tareek", "vrc_formula_lithium_2023_csp", "33.0100", "0.9370"
"Miguel Soto", "vrc_formula_lithium_2023_csp", "33.5050", "1.4320"
"Jack Olivier", "vrc_formula_lithium_2023_csp", "33.5830", "1.5100"
"Aitor Montero", "vrc_formula_lithium_2023_csp", "34.2060", "2.1330"
"Ali YARDIMCI", "vrc_formula_lithium_2023_csp", "34.3600", "2.2870"
"Olilem", "vrc_formula_lithium_2023_csp", "34.3750", "2.3020"
"Cameron McIntyre", "vrc_formula_lithium_2023_csp", "36.3570", "4.2840"
'------------------------
Sector 2
'------------------------
Driver, Vehicle, Time, Gap,
"Darkzi", "vrc_formula_lithium_2023_csp", "19.3150", "-"
"cndelta", "vrc_formula_lithium_2023_csp", "19.3450", "0.0300"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "19.3770", "0.0620"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "19.3860", "0.0710"
"bright", "vrc_formula_lithium_2023_csp", "19.4220", "0.1070"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "19.4400", "0.1250"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "19.4400", "0.1250"
"Ks", "vrc_formula_lithium_2023_csp", "19.4760", "0.1610"
"Nahteyue", "vrc_formula_lithium_2023_csp", "19.5610", "0.2460"
"novic", "vrc_formula_lithium_2023_csp", "19.5660", "0.2510"
"Tareek", "vrc_formula_lithium_2023_csp", "19.6160", "0.3010"
"Shane Ross", "vrc_formula_lithium_2023_csp", "19.6250", "0.3100"
"Aitor Montero", "vrc_formula_lithium_2023_csp", "19.6480", "0.3330"
"Nick Chin", "vrc_formula_lithium_2023_csp", "19.6520", "0.3370"
"Ali YARDIMCI", "vrc_formula_lithium_2023_csp", "19.7870", "0.4720"
"Jack Olivier", "vrc_formula_lithium_2023_csp", "19.7950", "0.4800"
"Miguel Soto", "vrc_formula_lithium_2023_csp", "20.0110", "0.6960"
"Cameron McIntyre", "vrc_formula_lithium_2023_csp", "20.0240", "0.7090"
"Olilem", "vrc_formula_lithium_2023_csp", "20.4260", "1.1110"
'------------------------
Sector 3
'------------------------
Driver, Vehicle, Time, Gap,
"bright", "vrc_formula_lithium_2023_csp", "44.4240", "-"
"cndelta", "vrc_formula_lithium_2023_csp", "44.4370", "0.0130"
"Darkzi", "vrc_formula_lithium_2023_csp", "44.6480", "0.2240"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "44.6930", "0.2690"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "44.7260", "0.3020"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "44.7610", "0.3370"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "44.8110", "0.3870"
"Ks", "vrc_formula_lithium_2023_csp", "44.9180", "0.4940"
"novic", "vrc_formula_lithium_2023_csp", "44.9720", "0.5480"
"Nahteyue", "vrc_formula_lithium_2023_csp", "45.2080", "0.7840"
"Shane Ross", "vrc_formula_lithium_2023_csp", "45.4090", "0.9850"
"Tareek", "vrc_formula_lithium_2023_csp", "45.4810", "1.0570"
"Nick Chin", "vrc_formula_lithium_2023_csp", "45.5220", "1.0980"
"Jack Olivier", "vrc_formula_lithium_2023_csp", "45.8150", "1.3910"
"Miguel Soto", "vrc_formula_lithium_2023_csp", "45.8190", "1.3950"
"Aitor Montero", "vrc_formula_lithium_2023_csp", "45.9490", "1.5250"
"Cameron McIntyre", "vrc_formula_lithium_2023_csp", "46.9350", "2.5110"
"Olilem", "vrc_formula_lithium_2023_csp", "47.0570", "2.6330"
"Ali YARDIMCI", "vrc_formula_lithium_2023_csp", "47.1650", "2.7410"


Qualify incidents
'======================
Date, Incident, Worth reviewing
"", "Ali YARDIMCI reported contact with environment. Impact speed: 49.553455",
"", "Cameron McIntyre reported contact with environment. Impact speed: 8.097447",
"", "Miguel Soto reported contact with environment. Impact speed: 110.39943",
"", "Nick Chin reported contact with environment. Impact speed: 13.253314",
"", "Olilem reported contact with environment. Impact speed: 51.048023",
"", "Aitor Montero reported contact with environment. Impact speed: 50.08169",
