"", "Mateusz Wasik reported contact with environment. Impact speed: 2.6044326",
"", "radspad113 reported contact with environment. Impact speed: 0.9973277",
"", "Ali YARDIMCI reported contact with environment. Impact speed: 8.6331215",
"", "Darkzi reported contact with another vehicle Mateusz Wasik. Impact speed: 16.009703",
"", "Mateusz Wasik reported contact with another vehicle Darkzi. Impact speed: 21.818008",
"", "Mateusz Wasik reported contact with another vehicle Colin Kinzer. Impact speed: 14.2741585",
"", "Mateusz Wasik reported contact with another vehicle Alexander Sze. Impact speed: 252.40146",
"", "Mateusz Wasik reported contact with environment. Impact speed: 124.39143",
"", "Ali YARDIMCI reported contact with environment. Impact speed: 47.745564",
"", "Alexander Sze reported contact with another vehicle Colin Kinzer. Impact speed: 170.557",
"", "Alexander Sze reported contact with another vehicle Mateusz Wasik. Impact speed: 156.0999",
"", "Colin Kinzer reported contact with another vehicle Mateusz Wasik. Impact speed: 11.977559",
"", "Colin Kinzer reported contact with another vehicle Alexander Sze. Impact speed: 207.60588",
"", "Colin Kinzer reported contact with environment. Impact speed: 38.09464",
"", "Mateusz Wasik reported contact with environment. Impact speed: 10.104356",
"", "Darkzi reported contact with another vehicle Tareek. Impact speed: 226.5406",
"", "Darkzi reported contact with another vehicle Mateusz Wasik. Impact speed: 216.88304",
"", "Darkzi reported contact with another vehicle Colin Kinzer. Impact speed: 64.28521",
"", "Colin Kinzer reported contact with another vehicle Mateusz Wasik. Impact speed: 77.44335",
"", "Colin Kinzer reported contact with another vehicle Tareek. Impact speed: 234.73201",
"", "Colin Kinzer reported contact with environment. Impact speed: 84.5252",
"", "Mateusz Wasik reported contact with another vehicle Colin Kinzer. Impact speed: 26.416243",
"", "Mateusz Wasik reported contact with another vehicle Tareek. Impact speed: 252.18945",
"", "Mateusz Wasik reported contact with another vehicle Darkzi. Impact speed: 38.69972",
"", "Tareek reported contact with another vehicle Darkzi. Impact speed: 215.58556",
"", "Tareek reported contact with another vehicle Mateusz Wasik. Impact speed: 12.510259",
"", "Darkzi reported contact with environment. Impact speed: 21.386017",
"", "Colin Kinzer reported contact with environment. Impact speed: 14.757117",
"", "Mateusz Wasik reported contact with environment. Impact speed: 13.0319",
"", "Mateusz Wasik reported contact with another vehicle Tareek. Impact speed: 8.612834",
"", "Tareek reported contact with another vehicle Mateusz Wasik. Impact speed: 9.43446",
"", "Ali YARDIMCI reported contact with environment. Impact speed: 128.60083",







'+++++++++++++++++++++
Practice
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "Practice"
Track:, "vn_st_petersburg, formula_e"
"
Best lap, "bright (01:06.6740)"
Lasted laps, "17"
Host, "Unknown"



Practice result
'======================
Pos,   Class, Team, Vehicle, Driver, Laps, Best lap, Gap
"1",   "", "ASML McLaren Racing", "vrc_formula_lithium_2023_csp", "bright", "8", "01:06.6740", "-",
"2",   "", "", "vrc_formula_lithium_2023_csp", "Jens Beetsma", "14", "01:07.0890", "00:00.4150",
"3",   "", "Holden Racing Team", "vrc_formula_lithium_2023_csp", "Nahteyue", "15", "01:07.2670", "00:00.5930",
"4",   "", "Bugatti Rimac", "vrc_formula_lithium_2023_csp", "novic", "12", "01:07.2720", "00:00.5980",
"5",   "", "River Racing", "vrc_formula_lithium_2023_csp", "Mateusz Wasik", "15", "01:07.3810", "00:00.7070",
"6",   "", "Delta Airlines Korean Air Racing", "vrc_formula_lithium_2023_csp", "Colin Kinzer", "10", "01:07.5630", "00:00.8890",
"7",   "", "Leftest Turn Right", "vrc_formula_lithium_2023_csp", "Alfie Bevan", "12", "01:07.6840", "00:01.0100",
"8",   "", "ASDA United", "vrc_formula_lithium_2023_csp", "cndelta", "10", "01:07.9680", "00:01.2940",
"9",   "", "River Racing", "vrc_formula_lithium_2023_csp", "Josh Brookes", "16", "01:08.2630", "00:01.5890",
"10",   "", "Bugatti Rimac", "vrc_formula_lithium_2023_csp", "Tareek", "12", "01:08.3750", "00:01.7010",
"11",   "", "Penaldo Penalty Motorsports", "vrc_formula_lithium_2023_csp", "Shane Ross", "17", "01:08.5040", "00:01.8300",
"12",   "", "Silver Racing Club", "vrc_formula_lithium_2023_csp", "Miguel Soto", "10", "01:08.9570", "00:02.2830",
"13",   "", "Delta Airline Korean Air Racing", "vrc_formula_lithium_2023_csp", "Alexander Sze", "3", "01:10.3220", "00:03.6480",
"14",   "", "Polaris Motorsport", "vrc_formula_lithium_2023_csp", "toguapotobo", "14", "01:10.3330", "00:03.6590",
"15",   "", "Polaris Motorsport", "vrc_formula_lithium_2023_csp", "Ali YARDIMCI", "4", "01:10.3610", "00:03.6870",
"16",   "", "", "vrc_formula_lithium_2023_csp", "radspad113", "2", "02:43.7880", "01:37.1140",
"17",   "", "Le Samurai Motorsport", "vrc_formula_lithium_2023_csp", "Viktor Nightingale", "0", "-", "-",
"18",   "", "Holden Racing Team", "vrc_formula_lithium_2023_csp", "Cameron McIntyre", "0", "-", "-",
"19",   "", "Penaldo Penalty Motorsports", "vrc_formula_lithium_2023_csp", "Nick Chin", "0", "-", "-",
"20",   "", "Celestia Motorsport", "vrc_formula_lithium_2023_csp", "Law Loki", "0", "-", "-",
"21",   "", "Gabagool Racing", "vrc_formula_lithium_2023_csp", "Ks", "0", "-", "-",
"22",   "", "Silver Racing Club", "vrc_formula_lithium_2023_csp", "Diego Domingo", "0", "-", "-",
"23",   "", "Celestia Motorsport", "vrc_formula_lithium_2023_csp", "Skyp Cooper", "0", "-", "-",
"24",   "", "Gabagool Racing", "vrc_formula_lithium_2023_csp", "Genius", "0", "-", "-",
"25",   "", "Leftest Turn Right", "vrc_formula_lithium_2023_csp", "potatolad165", "0", "-", "-",
"26",   "", "Le Samurai Motorsport", "vrc_formula_lithium_2023_csp", "Veit Kolbe", "0", "-", "-",
"27",   "", "ASML McLaren Racing", "vrc_formula_lithium_2023_csp", "Darkzi", "0", "-", "-",
"28",   "", "STREAMER", "vrc_formula_lithium_2023_csp", "Moskito1116", "0", "-", "-",

Practice laps
'======================
Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"bright"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "06:01.1840", "312.1930", "23.0990", "25.8920",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.4420", "21.8910", "22.2610", "25.2900",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "02:21.8990", "93.5250", "22.7470", "25.6270",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "05:34.8740", "285.4920", "22.3960", "26.9860",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.1610", "19.0690", "22.4780", "25.6140",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "02:31.9910", "103.8410", "22.6990", "25.4510",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:06.6740", "19.0110", "22.3200", "25.3430",  "F:ST - R:ST",     "0 ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "04:03.1240", "194.3620", "23.1700", "25.5920",  "F:ST - R:ST",     "0 ",  
Average,,,"02:59.5437", "131.1730", "22.6463", "25.7244"
Best possible,,, "01:06.5620", "19.0110", "22.2610", "25.2900"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Jens Beetsma"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:36.0400", "44.1600", "24.6140", "27.2660",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.7260", "19.1760", "22.8150", "25.7350",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.4380", "19.1670", "22.6170", "25.6540",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.3810", "19.3690", "22.5580", "28.4540",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.2990", "19.0220", "22.5450", "25.7320",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:32.0110", "40.8870", "23.4990", "27.6250",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.0680", "19.1750", "22.8200", "26.0730",  "F:ST - R:ST",     "0 ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:19.3410", "26.1410", "23.1800", "30.0200",  "F:ST - R:ST",     "0 ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:32.5730", "42.8400", "23.0660", "26.6670",  "F:ST - R:ST",     "0 ",  
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.4530", "19.0290", "22.5270", "25.8970",  "F:ST - R:ST",     "0 ",  
"11 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.4240", "19.0770", "22.7420", "25.6050",  "F:ST - R:ST",     "0 ",  
"12 ", vrc_formula_lithium_2023_csp, no,"0", "01:24.9620", "32.4340", "22.9050", "29.6230",  "F:ST - R:ST",     "0 ",  
"13 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.0890", "18.9560", "22.4380", "25.6950",  "F:ST - R:ST",     "0 ",  
"14 ", vrc_formula_lithium_2023_csp, no,"0", "07:04.3760", "375.4520", "23.0850", "25.8390",  "F:ST - R:ST",     "0 ",  
Average,,,"01:40.8700", "51.0632", "22.9579", "26.8489"
Best possible,,, "01:06.9990", "18.9560", "22.4380", "25.6050"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Nahteyue"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "02:29.5180", "98.6680", "24.3400", "26.5100",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:12.4200", "23.1810", "23.0760", "26.1630",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.7160", "19.1250", "22.7650", "25.8260",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.6130", "22.2660", "23.7280", "25.6190",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.2840", "19.4260", "22.3830", "25.4750",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:20.7430", "31.4910", "23.0750", "26.1770",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.2670", "19.1080", "22.4060", "25.7530",  "F:ST - R:ST",     "0 ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.9830", "22.4600", "23.3020", "26.2210",  "F:ST - R:ST",     "0 ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:43.7170", "54.0640", "23.3870", "26.2660",  "F:ST - R:ST",     "0 ",  
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:12.7700", "23.4320", "22.8920", "26.4460",  "F:ST - R:ST",     "0 ",  
"11 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.5560", "19.2080", "22.4920", "25.8560",  "F:ST - R:ST",     "0 ",  
"12 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.2130", "19.3620", "22.9310", "25.9200",  "F:ST - R:ST",     "0 ",  
"13 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.8410", "22.1200", "22.8560", "25.8650",  "F:ST - R:ST",     "0 ",  
"14 ", vrc_formula_lithium_2023_csp, no,"0", "04:25.3680", "79.1440", "24.0250", "162.1990",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"15 ", vrc_formula_lithium_2023_csp, no,"0", "01:20.9770", "29.1960", "25.2810", "26.5000",  "F:ST - R:ST",     "0 ",  
Average,,,"01:31.8657", "33.4834", "23.2626", "35.1197"
Best possible,,, "01:06.9660", "19.1080", "22.3830", "25.4750"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"novic"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "03:25.3670", "155.2290", "24.0160", "26.1220",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.7460", "19.1410", "22.6400", "25.9650",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:13.4350", "19.1330", "22.7250", "31.5770",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:13.1220", "19.1800", "27.7880", "26.1540",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.4550", "19.1690", "22.8650", "25.4210",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.2100", "19.0800", "22.7780", "26.3520",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.4200", "19.6580", "22.8200", "25.9420",  "F:ST - R:ST",     "0 ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.4750", "19.1550", "22.5400", "25.7800",  "F:ST - R:ST",     "0 ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.5880", "19.1630", "22.6800", "25.7450",  "F:ST - R:ST",     "0 ",  
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.2720", "18.9770", "22.6260", "25.6690",  "F:ST - R:ST",     "0 ",  
"11 ", vrc_formula_lithium_2023_csp, no,"0", "08:26.3480", "251.3380", "22.8460", "232.1640",  "F:ST - R:ST",     "0 ",  
"12 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.8050", "22.0030", "23.0350", "25.7670",  "F:ST - R:ST",     "0 ",  
Average,,,"01:56.9369", "50.1022", "23.2799", "43.5548"
Best possible,,, "01:06.9380", "18.9770", "22.5400", "25.4210"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Mateusz Wasik"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:52.4560", "63.5180", "22.8020", "26.1360",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.2970", "19.4550", "22.9140", "25.9280",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.3810", "19.0200", "22.8150", "25.5460",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.8740", "19.2840", "22.8770", "25.7130",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.4750", "19.2900", "22.8050", "26.3800",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.0890", "19.3580", "22.7440", "25.9870",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.7830", "19.5080", "23.5720", "25.7030",  "F:ST - R:ST",     "0 ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.0070", "19.4060", "22.7170", "25.8840",  "F:ST - R:ST",     "0 ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.8410", "19.5200", "22.7210", "26.6000",  "F:ST - R:ST",     "0 ",  
"10 ", vrc_formula_lithium_2023_csp, no,"0", "03:16.4780", "146.2310", "22.8690", "27.3780",  "F:ST - R:ST",     "0 ",  
"11 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.9190", "19.6320", "22.9850", "27.3020",  "F:ST - R:ST",     "0 ",  
"12 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.1490", "19.6440", "22.6250", "25.8800",  "F:ST - R:ST",     "0 ",  
"13 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.9870", "19.4050", "22.5850", "25.9970",  "F:ST - R:ST",     "0 ",  
"14 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.7160", "19.7060", "22.5590", "26.4510",  "F:ST - R:ST",     "0 ",  
"15 ", vrc_formula_lithium_2023_csp, no,"0", "04:58.8230", "249.0220", "23.9000", "25.9010",  "F:ST - R:ST",     "0 ",  
Average,,,"01:35.2183", "46.1333", "22.8993", "26.1857"
Best possible,,, "01:07.1250", "19.0200", "22.5590", "25.5460"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Colin Kinzer"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:28.1470", "39.3850", "22.7700", "25.9920",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.1260", "19.3420", "23.0540", "25.7300",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.4000", "22.2780", "22.7560", "26.3660",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.4890", "21.5140", "22.5310", "25.4440",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.9900", "19.0790", "22.8330", "26.0780",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:14.8320", "25.9700", "23.2290", "25.6330",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.5630", "19.0750", "22.5490", "25.9390",  "F:ST - R:ST",     "0 ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "04:06.9550", "198.8360", "22.4920", "25.6270",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "05:18.9030", "270.5860", "22.4910", "25.8260",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"10 ", vrc_formula_lithium_2023_csp, no,"0", "05:41.5720", "291.9460", "23.5400", "26.0860",  "F:ST - R:ST",     "0 ",  
Average,,,"02:21.4977", "92.8011", "22.8245", "25.8721"
Best possible,,, "01:07.0100", "19.0750", "22.4910", "25.4440"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Alfie Bevan"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.7190", "46.6080", "23.8450", "27.2660",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:13.3310", "23.1560", "24.0490", "26.1260",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:16.7400", "26.4610", "23.5940", "26.6850",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.4250", "21.3430", "22.8240", "26.2580",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.6840", "19.1870", "22.7300", "25.7670",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.5560", "48.6280", "23.0710", "25.8570",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.3040", "19.5510", "23.0350", "25.7180",  "F:ST - R:ST",     "0 ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.8470", "23.0480", "23.1130", "25.6860",  "F:ST - R:ST",     "0 ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.5350", "19.7540", "23.0680", "25.7130",  "F:ST - R:ST",     "0 ",  
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.2560", "19.4300", "22.9410", "25.8850",  "F:ST - R:ST",     "0 ",  
"11 ", vrc_formula_lithium_2023_csp, no,"0", "01:16.3240", "26.0540", "22.9770", "27.2930",  "F:ST - R:ST",     "0 ",  
"12 ", vrc_formula_lithium_2023_csp, no,"0", "04:18.4270", "207.5640", "24.2630", "26.6000",  "F:ST - R:ST",     "0 ",  
Average,,,"01:31.2623", "41.7320", "23.2925", "26.2378"
Best possible,,, "01:07.6030", "19.1870", "22.7300", "25.6860"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"cndelta"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:29.0150", "34.3140", "28.0250", "26.6760",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.7580", "19.5640", "22.9950", "26.1990",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "05:49.2820", "296.6720", "26.2260", "26.3840",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.1900", "19.3780", "22.8200", "25.9920",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.1560", "19.3450", "22.8510", "25.9600",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.8710", "19.7300", "23.0810", "26.0600",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.6150", "19.5030", "22.9320", "26.1800",  "F:ST - R:ST",     "0 ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:13.0010", "24.1990", "22.6890", "26.1130",  "F:ST - R:ST",     "0 ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.3400", "19.6860", "22.6700", "25.9840",  "F:ST - R:ST",     "0 ",  
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.9680", "19.2140", "22.8250", "25.9290",  "F:ST - R:ST",     "0 ",  
Average,,,"01:39.0196", "49.1605", "23.7114", "26.1477"
Best possible,,, "01:07.8130", "19.2140", "22.6700", "25.9290"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Josh Brookes"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "02:45.0110", "115.8890", "22.9960", "26.1260",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.9720", "21.8190", "23.3010", "25.8520",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.4690", "19.6480", "23.0400", "25.7810",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.4360", "19.7000", "22.8250", "25.9110",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.5880", "19.5610", "23.0540", "25.9730",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.5550", "19.6320", "22.9230", "26.0000",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.3660", "19.7390", "22.7210", "25.9060",  "F:ST - R:ST",     "0 ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.2630", "19.2850", "22.9950", "25.9830",  "F:ST - R:ST",     "0 ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.8470", "19.4950", "22.8730", "26.4790",  "F:ST - R:ST",     "0 ",  
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.1320", "21.3700", "22.4770", "26.2850",  "F:ST - R:ST",     "0 ",  
"11 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.4140", "19.0670", "23.0850", "26.2620",  "F:ST - R:ST",     "0 ",  
"12 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.4100", "21.1700", "22.6620", "25.5780",  "F:ST - R:ST",     "0 ",  
"13 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.3530", "19.3160", "22.5860", "26.4510",  "F:ST - R:ST",     "0 ",  
"14 ", vrc_formula_lithium_2023_csp, no,"0", "01:21.5100", "19.7920", "28.8680", "32.8500",  "F:ST - R:ST",     "0 ",  
"15 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.3800", "20.3040", "22.8680", "27.2080",  "F:ST - R:ST",     "0 ",  
"16 ", vrc_formula_lithium_2023_csp, no,"0", "04:32.5280", "221.4090", "24.4430", "26.6760",  "F:ST - R:ST",     "0 ",  
Average,,,"01:28.5147", "38.5748", "23.3573", "26.5826"
Best possible,,, "01:07.1220", "19.0670", "22.4770", "25.5780"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Tareek"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "03:00.4100", "129.5110", "24.0750", "26.8240",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.0890", "19.5690", "23.4090", "28.1110",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.3140", "20.2560", "23.1210", "25.9370",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:12.5920", "19.3660", "22.7660", "30.4600",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.2240", "19.7610", "23.0580", "26.4050",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "02:01.7500", "71.1380", "23.3960", "27.2160",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.1160", "19.7420", "22.9240", "26.4500",  "F:ST - R:ST",     "0 ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.3750", "19.4110", "23.1570", "25.8070",  "F:ST - R:ST",     "0 ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "05:39.4650", "287.6430", "24.2720", "27.5500",  "F:ST - R:ST",     "0 ",  
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.5590", "20.9560", "23.3950", "26.2080",  "F:ST - R:ST",     "0 ",  
"11 ", vrc_formula_lithium_2023_csp, no,"0", "03:22.2100", "19.5950", "23.9130", "158.7020",  "F:ST - R:ST",     "0 ",  
"12 ", vrc_formula_lithium_2023_csp, no,"0", "01:14.2240", "23.9810", "24.1480", "26.0950",  "F:ST - R:ST",     "0 ",  
Average,,,"01:57.3607", "55.9108", "23.4695", "37.9804"
Best possible,,, "01:07.9390", "19.3660", "22.7660", "25.8070"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Shane Ross"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:29.3840", "39.2810", "23.3290", "26.7740",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.1750", "19.9510", "23.5210", "26.7030",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.7120", "20.5130", "22.8510", "26.3480",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.4180", "19.8960", "22.8370", "26.6850",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.8950", "20.1430", "23.2200", "26.5320",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.0040", "19.6530", "23.0310", "26.3200",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.5040", "19.3830", "22.6880", "26.4330",  "F:ST - R:ST",     "0 ",  
