"12 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.3140", "21.5510", "22.8830", "25.8800",  "F:ST - R:ST",     
"13 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.4660", "19.5340", "22.8560", "27.0760",  "F:ST - R:ST",     
"14 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.9490", "20.4180", "23.1160", "26.4150",  "F:ST - R:ST",     
"15 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.5940", "19.9630", "23.1350", "26.4960",  "F:ST - R:ST",     
"16 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.4070", "19.7550", "23.2740", "26.3780",  "F:ST - R:ST",     
"17 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.4960", "19.8570", "23.2830", "26.3560",  "F:ST - R:ST",     
"18 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.4580", "19.8510", "23.1920", "26.4150",  "F:ST - R:ST",     
Average,,,"01:10.3118", "20.6639", "23.2168", "26.4311"
Best possible,,, "01:08.0090", "19.4530", "22.7660", "25.7900"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Colin Kinzer"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:22.0730", "31.5930", "23.6600", "26.8200",  "F:ST - R:ST",     
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.1570", "21.0760", "23.3550", "26.7260",  "F:ST - R:ST",     
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.8670", "20.3530", "23.2110", "26.3030",  "F:ST - R:ST",     
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.0240", "20.0510", "23.5040", "26.4690",  "F:ST - R:ST",     
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.9910", "19.8240", "22.9770", "26.1900",  "F:ST - R:ST",     
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.1150", "19.8900", "22.8780", "26.3470",  "F:ST - R:ST",     
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.0900", "19.8190", "23.0310", "26.2400",  "F:ST - R:ST",     
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.5970", "19.9430", "23.3780", "26.2760",  "F:ST - R:ST",     
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.4070", "21.5450", "23.0320", "25.8300",  "F:ST - R:ST",     
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.8540", "19.5340", "22.7110", "26.6090",  "F:ST - R:ST",     
"11 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.0440", "21.3990", "22.8280", "25.8170",  "F:ST - R:ST",     
"12 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.3630", "19.5570", "22.7240", "26.0820",  "F:ST - R:ST",     
"13 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.4090", "19.9060", "23.0940", "27.4090",  "F:ST - R:ST",     
"14 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.2880", "20.6750", "23.1210", "26.4920",  "F:ST - R:ST",     
"15 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.7290", "19.9540", "23.2250", "26.5500",  "F:ST - R:ST",     
"16 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.5250", "19.8540", "23.1790", "26.4920",  "F:ST - R:ST",     
"17 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.3040", "19.7050", "23.1620", "26.4370",  "F:ST - R:ST",     
"18 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.6070", "19.9580", "22.9420", "26.7070",  "F:ST - R:ST",     
Average,,,"01:10.3580", "20.8131", "23.1118", "26.4331"
Best possible,,, "01:08.0620", "19.5340", "22.7110", "25.8170"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Darkzi"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:19.9300", "27.1490", "25.2370", "27.5440",  "F:ST - R:ST",     
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.4470", "21.0210", "23.4090", "27.0170",  "F:ST - R:ST",     
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:12.2450", "22.5880", "23.1710", "26.4860",  "F:ST - R:ST",     
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.3230", "21.9400", "23.2200", "26.1630",  "F:ST - R:ST",     
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.5930", "19.7920", "22.8510", "26.9500",  "F:ST - R:ST",     
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.1400", "20.0910", "23.7550", "26.2940",  "F:ST - R:ST",     
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.0640", "20.4480", "22.9810", "26.6350",  "F:ST - R:ST",     
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.5360", "20.1130", "23.0080", "26.4150",  "F:ST - R:ST",     
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.1680", "19.7670", "22.9090", "26.4920",  "F:ST - R:ST",     
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.2230", "19.7860", "23.0440", "26.3930",  "F:ST - R:ST",     
"11 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.9550", "19.5940", "22.9810", "26.3800",  "F:ST - R:ST",     
"12 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.7260", "21.8060", "22.7790", "26.1410",  "F:ST - R:ST",     
"13 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.6830", "20.4260", "23.9940", "26.2630",  "F:ST - R:ST",     
"14 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.6410", "19.9660", "23.1080", "26.5670",  "F:ST - R:ST",     
"15 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.4960", "19.7210", "23.2650", "26.5100",  "F:ST - R:ST",     
"16 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.0940", "19.7150", "23.0450", "26.3340",  "F:ST - R:ST",     
"17 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.6660", "19.7510", "23.2970", "26.6180",  "F:ST - R:ST",     
"18 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.2900", "19.6780", "23.2110", "26.4010",  "F:ST - R:ST",     
Average,,,"01:10.5678", "20.7418", "23.2925", "26.5335"
Best possible,,, "01:08.5140", "19.5940", "22.7790", "26.1410"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Josh Brookes"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:19.2690", "26.8700", "25.2950", "27.1040",  "F:ST - R:ST",     
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:13.1420", "22.9850", "23.2880", "26.8690",  "F:ST - R:ST",     
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:12.0650", "22.2780", "23.1480", "26.6390",  "F:ST - R:ST",     
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.7530", "20.5140", "22.9680", "26.2710",  "F:ST - R:ST",     
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.8850", "20.2360", "23.0080", "26.6410",  "F:ST - R:ST",     
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.4430", "20.4110", "23.6570", "26.3750",  "F:ST - R:ST",     
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.1100", "20.2000", "23.1530", "26.7570",  "F:ST - R:ST",     
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.7940", "21.5540", "22.7390", "26.5010",  "F:ST - R:ST",     
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.8900", "19.9710", "22.7160", "26.2030",  "F:ST - R:ST",     
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.5080", "20.1570", "22.8330", "26.5180",  "F:ST - R:ST",     
"11 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.0980", "19.8230", "22.8650", "26.4100",  "F:ST - R:ST",     
"12 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.3340", "19.7620", "23.0850", "26.4870",  "F:ST - R:ST",     
"13 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.3170", "20.2420", "24.4890", "26.5860",  "F:ST - R:ST",     
"14 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.5530", "20.0030", "22.9330", "26.6170",  "F:ST - R:ST",     
"15 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.5120", "19.9040", "22.9190", "26.6890",  "F:ST - R:ST",     
"16 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.0910", "19.8610", "22.8380", "26.3920",  "F:ST - R:ST",     
"17 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.4810", "19.9490", "22.9060", "26.6260",  "F:ST - R:ST",     
"18 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.5170", "19.9400", "22.9730", "26.6040",  "F:ST - R:ST",     
Average,,,"01:10.5978", "20.8144", "23.2118", "26.5716"
Best possible,,, "01:08.6810", "19.7620", "22.7160", "26.2030"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Mateusz Wasik"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:17.9200", "26.4890", "24.5620", "26.8690",  "F:ST - R:ST",     
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.8590", "20.0220", "22.9940", "26.8430",  "F:ST - R:ST",     
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:19.7630", "20.0890", "22.8910", "36.7830",  "F:ST - R:ST",     
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.3200", "20.5860", "23.3090", "26.4250",  "F:ST - R:ST",     
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.4980", "20.1680", "23.1040", "26.2260",  "F:ST - R:ST",     
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.1600", "19.8850", "22.9990", "26.2760",  "F:ST - R:ST",     
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.1370", "22.0910", "22.9230", "26.1230",  "F:ST - R:ST",     
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.3670", "21.8120", "22.8150", "25.7400",  "F:ST - R:ST",     
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.3110", "19.8300", "22.5530", "26.9280",  "F:ST - R:ST",     
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.8200", "20.4370", "22.9280", "26.4550",  "F:ST - R:ST",     
"11 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.1050", "21.5960", "23.0630", "26.4460",  "F:ST - R:ST",     
"12 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.2610", "19.2450", "23.7460", "27.2700",  "F:ST - R:ST",     
"13 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.8040", "21.2680", "23.1530", "26.3830",  "F:ST - R:ST",     
"14 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.0080", "19.6750", "22.9990", "26.3340",  "F:ST - R:ST",     
"15 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.9910", "19.7310", "23.6560", "26.6040",  "F:ST - R:ST",     
"16 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.3360", "20.4800", "23.4730", "26.3830",  "F:ST - R:ST",     
"17 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.7010", "19.8240", "23.2460", "26.6310",  "F:ST - R:ST",     
"18 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.8060", "19.8560", "22.9320", "27.0180",  "F:ST - R:ST",     
Average,,,"01:11.0093", "20.7269", "23.1859", "27.0965"
Best possible,,, "01:07.5380", "19.2450", "22.5530", "25.7400"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Nahteyue"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:21.4470", "30.6140", "23.4820", "27.3510",  "F:ST - R:ST",     
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:12.4050", "22.3200", "23.3770", "26.7080",  "F:ST - R:ST",     
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.3350", "20.4830", "23.1080", "26.7440",  "F:ST - R:ST",     
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.4960", "20.8800", "23.4800", "27.1360",  "F:ST - R:ST",     
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.7300", "21.8920", "22.7740", "26.0640",  "F:ST - R:ST",     
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.8750", "19.5730", "22.7210", "26.5810",  "F:ST - R:ST",     
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.9580", "20.1480", "23.1160", "26.6940",  "F:ST - R:ST",     
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.2460", "19.9590", "23.0840", "27.2030",  "F:ST - R:ST",     
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.7980", "21.7940", "22.6180", "27.3860",  "F:ST - R:ST",     
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.6160", "21.6160", "22.8010", "26.1990",  "F:ST - R:ST",     
"11 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.5270", "20.0190", "23.0750", "26.4330",  "F:ST - R:ST",     
"12 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.0940", "19.8380", "23.7250", "27.5310",  "F:ST - R:ST",     
"13 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.1940", "21.6350", "23.1750", "26.3840",  "F:ST - R:ST",     
"14 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.7200", "19.9940", "23.1440", "26.5820",  "F:ST - R:ST",     
"15 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.9920", "20.2490", "23.1490", "26.5940",  "F:ST - R:ST",     
"16 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.9280", "20.0140", "23.3600", "26.5540",  "F:ST - R:ST",     
"17 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.4670", "19.8960", "23.0530", "26.5180",  "F:ST - R:ST",     
"18 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.8830", "19.8390", "23.4180", "26.6260",  "F:ST - R:ST",     
Average,,,"01:11.0395", "21.1535", "23.1478", "26.7382"
Best possible,,, "01:08.2550", "19.5730", "22.6180", "26.0640"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Ali YARDIMCI"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:20.7990", "27.9190", "24.9120", "27.9680",  "F:ST - R:ST",     
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:12.1120", "21.6040", "23.5930", "26.9150",  "F:ST - R:ST",     
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:12.8830", "23.0990", "23.3640", "26.4200",  "F:ST - R:ST",     
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.3760", "20.0080", "23.6790", "26.6890",  "F:ST - R:ST",     
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.2750", "20.3870", "23.1620", "26.7260",  "F:ST - R:ST",     
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.1540", "21.7700", "23.4680", "25.9160",  "F:ST - R:ST",     
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.9940", "19.6830", "22.9230", "26.3880",  "F:ST - R:ST",     
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.8260", "20.0060", "23.2200", "26.6000",  "F:ST - R:ST",     
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.4980", "19.9400", "23.3870", "27.1710",  "F:ST - R:ST",     
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:14.8950", "22.9560", "24.9070", "27.0320",  "F:ST - R:ST",     
"11 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.3030", "20.0690", "23.7150", "26.5190",  "F:ST - R:ST",     
"12 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.7920", "19.8150", "23.4400", "26.5370",  "F:ST - R:ST",     
"13 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.2890", "20.0240", "23.4000", "26.8650",  "F:ST - R:ST",     
"14 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.9630", "20.2930", "23.6110", "27.0590",  "F:ST - R:ST",     
"15 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.8530", "20.5970", "23.6790", "26.5770",  "F:ST - R:ST",     
"16 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.4990", "19.7580", "24.9030", "26.8380",  "F:ST - R:ST",     
"17 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.9060", "20.3570", "23.8230", "26.7260",  "F:ST - R:ST",     
"18 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.4110", "20.9350", "23.6520", "26.8240",  "F:ST - R:ST",     
Average,,,"01:11.5460", "21.0678", "23.7132", "26.7650"
Best possible,,, "01:08.5220", "19.6830", "22.9230", "25.9160"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Alexander Sze"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:24.0150", "32.4220", "24.4260", "27.1670",  "F:ST - R:ST",     
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.6660", "21.1940", "23.5800", "26.8920",  "F:ST - R:ST",     
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.5570", "20.5320", "23.8490", "27.1760",  "F:ST - R:ST",     
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.3850", "21.1550", "23.4190", "26.8110",  "F:ST - R:ST",     
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.9070", "20.1100", "23.3100", "26.4870",  "F:ST - R:ST",     
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.6010", "20.0220", "23.7950", "26.7840",  "F:ST - R:ST",     
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.2610", "20.0370", "23.5430", "26.6810",  "F:ST - R:ST",     
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.2410", "20.3180", "23.3420", "26.5810",  "F:ST - R:ST",     
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.9270", "20.4280", "23.4680", "27.0310",  "F:ST - R:ST",     
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:12.0860", "22.3170", "23.3000", "26.4690",  "F:ST - R:ST",     
"11 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.5620", "20.7700", "23.1570", "26.6350",  "F:ST - R:ST",     
"12 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.9590", "19.9280", "23.3240", "26.7070",  "F:ST - R:ST",     
"13 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.8140", "22.2280", "23.3150", "26.2710",  "F:ST - R:ST",     
"14 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.2410", "19.6370", "23.0850", "26.5190",  "F:ST - R:ST",     
"15 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.5840", "19.9580", "23.7470", "26.8790",  "F:ST - R:ST",     
"16 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.4510", "20.0420", "24.4350", "26.9740",  "F:ST - R:ST",     
"17 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.4960", "19.9970", "23.7560", "26.7430",  "F:ST - R:ST",     
"18 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.6920", "21.1980", "23.4670", "27.0270",  "F:ST - R:ST",     
Average,,,"01:11.5803", "21.2385", "23.5732", "26.7686"
Best possible,,, "01:08.9930", "19.6370", "23.0850", "26.2710"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Tareek"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:23.4830", "31.4770", "24.8310", "27.1750",  "F:ST - R:ST",     
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.3770", "20.6670", "23.6830", "27.0270",  "F:ST - R:ST",     
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.8180", "20.7860", "23.1580", "26.8740",  "F:ST - R:ST",     
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.4690", "20.5370", "23.9400", "26.9920",  "F:ST - R:ST",     
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.9230", "22.2290", "23.2200", "26.4740",  "F:ST - R:ST",     
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.5880", "19.9580", "24.0760", "26.5540",  "F:ST - R:ST",     
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.5110", "21.4160", "22.9950", "26.1000",  "F:ST - R:ST",     
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.0310", "20.1040", "23.3060", "26.6210",  "F:ST - R:ST",     
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.8950", "20.3740", "23.3320", "27.1890",  "F:ST - R:ST",     
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.2190", "20.2250", "23.6080", "27.3860",  "F:ST - R:ST",     
"11 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.6710", "20.4420", "23.4670", "26.7620",  "F:ST - R:ST",     
"12 ", vrc_formula_lithium_2023_csp, no,"0", "01:14.9470", "24.7670", "23.3690", "26.8110",  "F:ST - R:ST",     
"13 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.3540", "20.2470", "23.3410", "26.7660",  "F:ST - R:ST",     
"14 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.5570", "20.1480", "23.4850", "26.9240",  "F:ST - R:ST",     
"15 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.6940", "20.0960", "23.4820", "27.1160",  "F:ST - R:ST",     
"16 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.3420", "19.9780", "23.5440", "26.8200",  "F:ST - R:ST",     
"17 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.8540", "20.5260", "23.5300", "26.7980",  "F:ST - R:ST",     
"18 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.3840", "20.1860", "23.4140", "26.7840",  "F:ST - R:ST",     
Average,,,"01:11.7287", "21.3424", "23.5434", "26.8429"
Best possible,,, "01:09.0530", "19.9580", "22.9950", "26.1000"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Shane Ross"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:26.6830", "34.4380", "23.9490", "28.2960",  "F:ST - R:ST",     
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:12.5640", "21.6640", "23.6030", "27.2970",  "F:ST - R:ST",     
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.0230", "20.5600", "23.2960", "27.1670",  "F:ST - R:ST",     
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:13.4550", "20.4170", "23.2610", "29.7770",  "F:ST - R:ST",     
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.3970", "20.2720", "23.2870", "26.8380",  "F:ST - R:ST",     
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.6920", "22.1340", "23.0840", "26.4740",  "F:ST - R:ST",     
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.5980", "19.7610", "23.1210", "26.7160",  "F:ST - R:ST",     
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.4740", "21.0070", "23.2470", "27.2200",  "F:ST - R:ST",     
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.1290", "22.1110", "22.7380", "26.2800",  "F:ST - R:ST",     
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.5320", "19.8290", "22.8510", "26.8520",  "F:ST - R:ST",     
"11 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.4130", "20.2560", "23.0310", "27.1260",  "F:ST - R:ST",     
"12 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.8290", "20.3710", "23.4670", "26.9910",  "F:ST - R:ST",     
"13 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.5360", "20.1090", "23.3500", "27.0770",  "F:ST - R:ST",     
"14 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.4290", "20.0970", "23.4040", "26.9280",  "F:ST - R:ST",     
"15 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.2150", "20.2100", "23.1840", "26.8210",  "F:ST - R:ST",     
"16 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.1230", "20.2130", "23.3640", "26.5460",  "F:ST - R:ST",     
"17 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.1820", "20.6060", "23.6880", "26.8880",  "F:ST - R:ST",     
"18 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.1200", "19.9000", "23.4860", "26.7340",  "F:ST - R:ST",     
Average,,,"01:11.7441", "21.3308", "23.3006", "27.1127"
Best possible,,, "01:08.7790", "19.7610", "22.7380", "26.2800"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"radspad113"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:21.8170", "31.1110", "23.6750", "27.0310",  "F:ST - R:ST",     
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:27.0450", "28.9000", "23.4760", "34.6690",  "F:ST - R:ST",     
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:06.6080", "16.2040", "23.8500", "26.5540",  "F:ST - R:ST",     
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.6030", "20.0500", "23.7470", "26.8060",  "F:ST - R:ST",     
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.1960", "20.1480", "23.0170", "27.0310",  "F:ST - R:ST",     
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.3010", "20.4150", "23.2290", "26.6570",  "F:ST - R:ST",     
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:17.6450", "19.9200", "31.1570", "26.5680",  "F:ST - R:ST",     
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.3280", "20.1980", "23.7110", "26.4190",  "F:ST - R:ST",     
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.8290", "19.8660", "23.4130", "26.5500",  "F:ST - R:ST",     
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.3000", "20.1070", "23.3500", "26.8430",  "F:ST - R:ST",     
"11 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.8730", "19.8060", "23.2550", "26.8120",  "F:ST - R:ST",     
"12 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.0690", "19.9750", "23.4040", "26.6900",  "F:ST - R:ST",     
"13 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.7780", "19.7920", "23.3330", "26.6530",  "F:ST - R:ST",     
"14 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.8270", "19.9270", "23.2700", "26.6300",  "F:ST - R:ST",     
"15 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.3920", "19.9960", "23.3770", "27.0190",  "F:ST - R:ST",     
"16 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.8780", "21.8650", "23.3010", "26.7120",  "F:ST - R:ST",     
"17 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.7720", "19.8820", "23.8820", "27.0080",  "F:ST - R:ST",     
"18 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.0800", "20.1900", "23.6250", "27.2650",  "F:ST - R:ST",     
Average,,,"01:12.1301", "21.0196", "23.8929", "27.2176"
Best possible,,, "01:05.6400", "16.2040", "23.0170", "26.4190"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Miguel Soto"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:21.4770", "29.1100", "24.0250", "28.3420",  "F:ST - R:ST",     
